-0.14045 -1.68297 -1.21676 -1.0382 0.88238
-1.22524 0.0237 -0.07284 -0.76215 -1.11321
1.98677 0.10102 0.38875 -1.69949 -1.08988
0.07059 0.03301 0.38152 0.34888 0.00454
0.50386 -0.03614 0.80097 -0.58595 0.43912
-0.2464 -0.09286 -0.32045 -0.1018 -1.64576
-0.30156 -0.7308 -1.68336 -0.85905 -1.21185
0.74015 -1.64453 0.25614 -1.48333 0.14766
-2.27404 -2.71306 0.97452 -1.2841 -1.34633
0.4723 -0.59562 1.31689 0.92559 -0.00827
0.0342 0.66263 -1.00306 -0.04996 0.68375
-0.94698 -0.19283 -1.46715 1.09409 -1.76256
0.91648 -0.03724 -0.51747 0.45512 -1.54297
2.31189 -0.82292 0.26523 0.13051 0.68896
0.51543 -1.12617 -0.13775 -0.27044 0.2336
0.45335 0.0067 -2.35377 -1.10929 -0.83964
0.42735 1.54962 -0.14497 -1.06286 -1.56273
-0.08503 -0.12768 0.04226 0.08601 1.31903
0.75168 1.61998 1.33936 -1.22496 -0.39426
1.31287 0.27372 -0.86499 -0.92403 -0.80786
0.67866 -1.94587 -1.61685 0.68322 -0.88044
0.32352 -0.32185 1.54157 0.41469 0.35697
-0.01928 2.35171 0.36604 -0.6935 0.13591
0.11374 -0.91483 0.29181 1.63344 0.61864
1.2471 -0.70356 0.75704 -2.4382 0.53624
-0.4057 -0.24639 0.31701 -2.1488 0.81132
0.26923 0.39186 -2.32985 -0.38547 0.41679
-1.90217 0.02817 1.00722 0.18304 -0.71029
1.74228 -2.03856 1.60124 0.30724 -0.82113
1.51847 -0.08974 0.95061 1.30235 1.14021
1.2081 1.18745 0.1048 -0.51314 0.73671
0.95564 -1.95034 -1.99627 -1.11213 -0.38368
1.03673 -0.83761 0.12382 -0.84531 -2.33433
1.13252 -1.2774 0.2302 -2.12335 1.37082
0.12653 -0.57949 -0.36986 -0.44776 -1.04931
-0.59831 0.26675 -0.05014 -1.18049 -1.06828
1.17643 -1.34346 0.84479 -0.17666 -0.93754
0.81647 -0.05985 -0.8041 -0.04487 -0.91302
0.12599 0.77491 -0.86518 0.17654 0.66078
0.76507 0.95729 -0.10217 0.37866 -0.70138
0.2963 0.83285 1.532 -0.70909 -0.08439
-0.69888 -0.5556 -0.04234 -0.82333 0.8483
0.13483 0.90824 -1.91918 0.40596 0.79191
0.38067 1.99792 -0.59804 1.59787 0.04515
-0.2014 1.15045 0.26179 0.15815 1.4674
-0.68251 -0.56568 -0.51566 0.11892 -1.19277
-0.39219 0.18667 2.0206 -1.59665 -0.56858
-1.4801 -1.66241 -0.43392 -0.97528 -0.76731
-0.42352 0.80296 -0.87762 0.96369 0.40073
0.44346 1.4928 -0.72692 1.24276 -0.15492
-1.17945 1.18646 -0.55093 0.97734 0.27487
-0.0279 2.11075 -0.65427 0.36173 -0.80212
0.67339 -1.33631 1.30723 -0.23423 0.56751
0.16174 -1.10345 -1.31411 -0.23811 0.53378
-2.24318 0.74548 -0.43268 -0.59213 1.64193
-1.19058 -0.5494 -0.23807 -0.1901 0.19679
-0.19323 -0.35533 0.68985 -2.06002 -0.59378
